163,{4735: 337}
164,{10443: 1470}
166,{2078: 54}
167,{17415: 262}
169,{8748: 125}
170,{3216: 1277}
171,{2131: 50}
172,{32888: 372}
174,{17307: 650}
175,{23531: 1360}
176,{9729: 650}
177,{8811: 1550}
178,{210271: 100}
179,{1536: 50}
180,{23596: 668}
181,{8595: 23}
182,{46649: 103}
183,{3175: 325}
184,{20326: 134}
185,{3858: 1075}
188,{37282: 50}
189,{10881: 568}
190,{20523: 619}
191,{5787: 554}
192,{11464: 175}
193,{5787: 400}
194,{4017: 47}
195,{3219: 300}
196,{6996: 1}
197,{5378: 636}
198,{23843: 64}
200,{19554: 25}
201,{3679: 282}
202,{14318: 50}
203,{46586: 355}
204,{22533: 477}
205,{59043: 1750}
206,{13978: 47}
208,{2187: 72}
209,{45354: 939}
210,{7535: 110}
211,{57842: 1100}
212,{72847: 300}
213,{10025: 248}
214,{1846: 61}
215,{8543: 208}
216,{4115: 555}
217,{21768: 188}
218,{45069: 616}
219,{10103: 500}
220,{1118055: 10}
221,{19790: 1004}
222,{14959: 941}
223,{5566: 223}
224,{2314: 456}
225,{225: 429}
226,{28978: 925}
227,{3932: 222}
228,{5517: 18}
229,{2111: 5}
231,{1439: 55}
232,{3621: 145}
233,{14019: 375}
234,{2291: 695}
235,{4078: 15}
236,{20619: 203}
237,{11618: 716}
238,{8028: 75}
239,{7867: 275}
240,{6729: 209}
241,{123386: 1899}
242,{15793: 673}
243,{5566: 243}
244,{16996: 1800}
245,{15005: 77}
246,{288: 110}
247,{15580: 1100}
248,{8904: 678}
249,{15379: 595}
250,{6147: 213}
251,{1358: 4}
252,{3807: 262}
253,{10353: 48}
254,{1037: 139}
255,{11528: 125}
256,{17856: 541}
257,{6031: 150}
258,{9928: 18}
259,{8339: 58}
260,{2853: 63}
261,{4517: 38}
263,{6499: 105}
264,{3283: 44}
266,{4704: 730}
267,{82841: 1750}
268,{982: 600}
269,{19776: 14}
270,{614: 1}
271,{1405: 25}
272,{18418: 1000}
273,{4678: 516}
274,{9318: 89}
275,{17969: 79}
276,{11520: 29}
277,{6458: 3}
278,{2071: 60}
280,{1912: 69}
281,{14186: 650}
282,{37370: 525}
283,{15630: 143}
284,{40821: 345}
285,{6936: 274}
286,{5969: 304}
287,{94896: 14}
288,{2325: 44}
289,{247: 59}
290,{5116: 260}
291,{28210: 1343}
292,{22234: 142}
294,{2801: 11}
295,{3319: 77}
296,{10565: 74}
297,{15701: 113}
298,{5665: 23}
299,{747: 24}
300,{18025: 50}
301,{5886: 13}
302,{2068: 363}
303,{24643: 258}
304,{13301: 400}
306,{740: 11}
307,{1040161: 225}
308,{1130: 30}
309,{10016: 235}
310,{225: 7}
312,{3142: 703}
313,{11172: 739}
314,{622: 25}
315,{891: 1}
316,{5799: 29}
317,{1565: 40}
318,{15760: 24}
319,{3361: 742}
320,{8192: 116}
321,{1759: 4}
322,{28328: 800}
323,{21909: 1300}
324,{2284: 139}
325,{58755: 5}
326,{4938: 546}
327,{70962: 200}
328,{6740: 275}
329,{2341: 631}
330,{33879: 12}
331,{679: 180}
332,{2922: 975}
333,{16229: 192}
334,{8904: 325}
335,{33248: 725}
336,{1196: 300}
337,{24231: 1925}
338,{947: 169}
339,{8254: 420}
340,{8268: 295}
341,{62106: 750}
342,{17731: 96}
343,{7672: 709}
344,{4017: 19}
345,{3912: 51}
346,{4941: 1870}
347,{14440: 298}
349,{681: 18}
350,{34384: 1850}
351,{1343: 200}
353,{498: 74}
354,{9917: 275}
355,{18592: 174}
356,{11013: 319}
358,{10194: 990}
359,{5394: 43}
360,{2658: 608}
361,{30567: 581}
362,{23938: 368}
363,{18191: 319}
364,{310: 64}
365,{10739: 197}
366,{2267: 634}
367,{9005: 11}
368,{3821: 19}
369,{675: 14}
370,{4890: 98}
372,{16189: 604}
373,{11734: 209}
374,{5545: 150}
375,{22318: 584}
376,{45889: 485}
377,{3618: 13}
378,{29454: 141}
379,{30406: 900}
381,{45734: 725}
382,{76262: 825}
383,{2125: 400}
384,{9454: 723}
386,{39278: 35}
387,{13283: 72}
388,{6364: 123}
390,{3255: 144}
391,{11274: 125}
392,{3761: 747}
393,{3967: 173}
394,{11328: 1}
395,{70662: 650}
396,{7585: 150}
397,{20104: 25}
398,{2168: 53}
399,{2710: 100}
400,{1683: 130}
401,{116196: 1875}
402,{16798: 494}
404,{1431: 33}
405,{1556: 15}
406,{6072: 970}
407,{3261: 323}
408,{41797: 875}
410,{2604: 4}
411,{570: 51}
412,{1419: 600}
413,{5778: 675}
414,{2368: 775}
415,{6782: 13}
416,{18993: 521}
417,{3363: 1}
418,{5482: 187}
419,{2133: 481}
420,{3782: 60}
421,{333: 16}
423,{2778: 107}
424,{16852: 44}
425,{11784: 412}
426,{13462: 225}
427,{4099: 34}
428,{34059: 563}
429,{15548: 147}
430,{6652: 362}
431,{5296: 54}
434,{5997: 467}
435,{47772: 250}
436,{16143: 800}
437,{6055: 225}
438,{9707: 245}
439,{3478: 381}
440,{264625: 72}
442,{2757: 356}
443,{6142: 1975}
444,{22823: 1600}
445,{8431: 850}
446,{38352: 1775}
447,{4164: 585}
448,{1775: 175}
449,{3719: 118}
450,{93915: 100}
451,{11635: 249}
452,{10668: 192}
454,{18797: 1}
456,{17795: 271}
457,{7942: 1328}
458,{42430: 278}
459,{304270: 205}
460,{14621: 1076}
461,{4143: 17}
462,{2409: 68}
463,{3169: 21}
464,{1899: 8}
465,{17933: 176}
466,{10646: 10}
467,{5556: 26}
468,{5477: 677}
469,{64015: 1818}
470,{7170: 86}
471,{8850: 405}
472,{4877: 2000}
473,{24980: 50}
475,{49070: 1775}
476,{16451: 593}
477,{13695: 201}
478,{825: 54}
479,{6932: 41}
480,{28432: 312}
481,{1188: 15}
482,{37658: 182}
483,{60613: 684}
484,{14314: 75}
485,{14246: 48}
486,{78735: 1425}
487,{2678: 164}
488,{4993: 332}
489,{23374: 391}
490,{10936: 1123}
491,{28643: 1921}
492,{9779: 70}
493,{6710: 50}
494,{11730: 890}
495,{47260: 125}
496,{26479: 425}
497,{42785: 468}
498,{66917: 125}
499,{13835: 260}
500,{4817: 135}
501,{4196: 136}
502,{3065: 19}
503,{9371: 746}
504,{27842: 300}
506,{9340: 436}
507,{20227: 150}
508,{5103: 47}
510,{8134: 917}
511,{68330: 233}
512,{400: 8}
513,{10370: 1050}
514,{225: 3}
515,{30856: 977}
518,{1750: 196}
519,{5668: 124}
520,{5750: 798}
521,{63043: 1782}
522,{14166: 657}
523,{19864: 238}
524,{1382: 3}
525,{11219: 563}
526,{18990: 132}
527,{252654: 192}
528,{4014: 79}
531,{34094: 1144}
532,{11057: 700}
533,{17485: 797}
534,{1605: 1725}
535,{42156: 561}
536,{1023: 300}
537,{5220: 218}
538,{3479: 86}
539,{5243: 532}
540,{22961: 1375}
541,{4516: 225}
542,{3640: 330}
543,{1332: 23}
544,{12903: 159}
545,{226: 121}
546,{24887: 397}
547,{74535: 325}
548,{1696: 38}
549,{225: 1}
550,{866: 29}
551,{18388: 1950}
552,{42639: 750}
553,{1718: 125}
554,{8964: 25}
555,{15424: 600}
556,{28882: 250}
557,{152957: 174}
558,{1889: 42}
559,{24169: 502}
560,{14308: 674}
561,{919: 17}
562,{55864: 125}
563,{17327: 33}
564,{11422: 150}
565,{984: 70}
566,{2532: 43}
567,{16590: 203}
568,{9217: 250}
569,{2446: 500}
570,{6533: 532}
571,{1155: 3}
573,{22845: 1718}
574,{10178: 275}
575,{5347: 11}
576,{21166: 2025}
577,{8500: 560}
578,{67581: 2024}
579,{5728: 38}
581,{67024: 75}
582,{2821: 222}
583,{39964: 564}
584,{6360: 1335}
585,{21587: 693}
586,{2689: 24}
587,{937: 88}
588,{5083: 1975}
589,{2030: 7}
590,{102267: 400}
591,{13621: 325}
592,{152067: 491}
593,{5548: 27}
594,{2279: 25}
595,{4192: 50}
596,{18082: 42}
598,{27787: 136}
599,{28488: 275}
600,{8536: 5}
601,{2051: 236}
602,{2165: 44}
603,{2679: 341}
604,{64183: 34}
605,{5691: 279}
606,{7992: 100}
607,{9217: 250}
609,{457: 8}
610,{2118: 25}
611,{2952: 20}
612,{5126: 20}
614,{24152: 331}
615,{340737: 25}
616,{500: 318}
617,{10759: 7}
618,{14972: 100}
619,{25711: 425}
620,{13699: 2125}
621,{6595: 50}
622,{2262: 125}
623,{6530: 187}
624,{12880: 375}
625,{97239: 23}
626,{30005: 500}
628,{164661: 100}
629,{2036: 806}
630,{4966: 50}
631,{3730: 125}
632,{8146: 25}
633,{4040: 1082}
634,{1423: 100}
635,{6193: 850}
636,{80566: 100}
637,{20611: 125}
638,{13233: 150}
639,{12463: 275}
640,{12527: 175}
642,{2029: 50}
643,{4742: 150}
644,{18269: 150}
645,{1300: 25}
646,{22781: 75}
648,{3695: 713}
649,{481: 214}
650,{880: 100}
651,{12: 4}
652,{4695: 175}
653,{661: 217}
654,{12385: 434}
656,{4653: 152}
657,{38665: 425}
658,{22: 580}
659,{12: 8}
660,{432: 25}
661,{43403: 1874}
662,{22427: 400}
665,{3014: 7}
666,{12: 6}
667,{1058: 50}
668,{5488: 1627}
669,{6651: 175}
671,{1498: 2}
673,{148: 375}
674,{12: 3}
675,{15184: 375}
676,{246: 100}
677,{5945: 613}
678,{33668: 475}
679,{787: 6}
680,{12964: 1975}
682,{26080: 125}
685,{3559: 573}
686,{28684: 150}
687,{5445: 1875}
688,{13074: 250}
689,{104: 3}
691,{1159: 100}
692,{4103: 286}
693,{1238: 250}
694,{2103: 250}
695,{12160: 2075}
696,{5394: 100}
697,{15630: 125}
698,{53607: 100}
699,{15610: 50}
700,{2408: 125}
701,{29297: 100}
702,{7290: 50}
703,{1243: 475}
704,{1984: 25}
707,{396: 75}
708,{47169: 600}
710,{12965: 625}
711,{19067: 50}
712,{12816: 37}
713,{2873: 75}
714,{28517: 475}
715,{2948: 150}
716,{18372: 325}
718,{12: 324}
719,{2610: 703}
720,{9663: 125}
721,{4753: 59}
722,{651: 2}
723,{4305: 144}
724,{5196: 575}
725,{62: 250}
726,{17590: 1950}
727,{1479: 11}
728,{14169: 1875}
729,{12549: 225}
730,{15863: 250}
731,{6797: 125}
732,{376: 25}
734,{1626: 1156}
735,{12283: 75}
736,{13: 51}
737,{4161: 50}
738,{3324: 300}
739,{1928: 820}
740,{1161: 225}
741,{2795: 700}
742,{214546: 300}
743,{134: 943}
744,{10223: 175}
745,{2761: 125}
746,{11781: 78}
748,{7710: 110}
749,{979: 14}
750,{11189: 175}
751,{1362: 250}
752,{12791: 275}
753,{1337: 1875}
755,{6839: 144}
756,{72833: 1997}
759,{507: 85}
760,{3573: 22}
763,{12719: 264}
765,{12: 25}
766,{236: 24}
767,{2337: 125}
769,{153: 212}
770,{8775: 25}
771,{62: 125}
772,{397: 137}
773,{2278: 75}
774,{2033: 135}
775,{1930: 50}
776,{22846: 2174}
777,{8567: 325}
778,{5532: 67}
779,{284: 423}
780,{3993: 175}
781,{570: 125}
782,{2507: 300}
783,{3719: 1075}
784,{584: 350}
786,{14574: 1825}
787,{189: 40}
788,{222: 75}
789,{2165: 6}
790,{3886: 157}
791,{29665: 50}
792,{80254: 250}
793,{1073: 100}
794,{13: 9}
796,{550: 200}
797,{513: 150}
798,{4416: 100}
799,{12649: 225}
800,{24341: 125}
801,{5582: 75}
802,{59729: 475}
804,{13275: 75}
806,{488: 50}
807,{3068: 203}
808,{63547: 100}
809,{8381: 125}
811,{4104: 50}
812,{217: 250}
814,{2084: 50}
815,{1360: 25}
816,{87: 100}
817,{6573: 25}
818,{9647: 25}
819,{5733: 1974}
820,{3018: 225}
821,{22: 25}
822,{1165: 150}
823,{1661: 100}
825,{10312: 985}
826,{14868: 75}
827,{158: 18}
829,{2543: 500}
830,{6489: 446}
831,{3317: 358}
832,{3395: 934}
833,{357: 75}
834,{5839: 165}
836,{4672: 870}
837,{19597: 175}
838,{22: 9}
840,{187: 17}
841,{10826: 25}
842,{30960: 1875}
844,{19043: 315}
845,{36425: 150}
847,{323: 675}
849,{22783: 75}
850,{4320: 175}
851,{12: 24}
852,{248: 175}
853,{37: 50}
854,{318052: 1800}
855,{2262: 39}
856,{1395: 50}
859,{17120: 629}
860,{18169: 275}
861,{47: 75}
862,{18776: 300}
863,{137: 50}
864,{9226: 100}
865,{20191: 675}
866,{2718: 425}
867,{51: 250}
868,{2221: 400}
869,{8123: 1800}
870,{22: 21}
871,{12: 18}
872,{18112: 150}
873,{37: 2}
874,{16509: 894}
875,{5176: 143}
876,{15998: 50}
877,{3623: 275}
878,{365: 338}
879,{7010: 136}
880,{21593: 1075}
882,{22: 25}
883,{1266: 75}
884,{3244: 700}
887,{4261: 1210}
888,{16025: 50}
890,{1136: 150}
891,{4282: 275}
892,{84: 175}
893,{587: 500}
894,{6684: 150}
895,{2761: 75}
897,{15906: 75}
898,{9111: 1875}
899,{4499: 225}
900,{29051: 524}
903,{23363: 75}
904,{138: 101}
905,{4884: 675}
906,{5114: 175}
908,{523: 663}
909,{6635: 858}
910,{10693: 25}
911,{411: 125}
912,{6025: 100}
914,{55073: 877}
916,{13037: 150}
918,{170162: 1084}
919,{1049: 519}
920,{914: 13}
921,{15735: 75}
923,{47: 59}
924,{961: 63}
925,{9755: 688}
926,{3294: 125}
927,{5277: 75}
928,{1639: 100}
929,{10648: 100}
930,{42786: 375}
931,{420: 377}
932,{940: 50}
933,{16004: 50}
937,{330: 175}
939,{3164: 1169}
941,{9037: 75}
942,{14800: 225}
943,{3610: 75}
944,{1385: 25}
945,{601: 5}
946,{12755: 800}
947,{22853: 1229}
948,{3802: 165}
951,{6350: 200}
952,{137: 7}
953,{1528: 25}
954,{3283: 25}
956,{111436: 1750}
957,{124: 34}
959,{127: 100}
960,{947: 75}
961,{30: 253}
962,{1055: 139}
963,{672: 150}
964,{6282: 25}
966,{786: 100}
967,{134: 50}
968,{570: 59}
969,{648: 343}
970,{6336: 205}
971,{8639: 125}
973,{229: 20}
974,{4386: 150}
975,{5212: 700}
976,{8771: 1868}
977,{71: 117}
978,{6879: 175}
979,{1761: 50}
980,{752: 181}
981,{3513: 71}
982,{8257: 175}
983,{2709: 202}
984,{15794: 1850}
985,{2426: 805}
986,{2664: 75}
989,{4945: 75}
990,{175: 65}
991,{893: 442}
992,{984: 50}
993,{9815: 2025}
995,{44: 500}
996,{3528: 100}
997,{5820: 375}
998,{1752: 100}
999,{5126: 75}
1000,{662: 6}
1001,{169: 33}
1002,{14916: 125}
1003,{248: 25}
1004,{528: 250}
1005,{6285: 246}
1006,{17259: 75}
1007,{2030: 450}
1008,{1964: 385}
1009,{12: 50}
1010,{75524: 1800}
1011,{21535: 575}
1013,{133: 14}
1014,{2168: 274}
1015,{5714: 510}
1017,{113: 25}
1018,{37: 25}
1019,{12495: 915}
1021,{20076: 125}
1022,{2329: 75}
1023,{3607: 142}
1024,{12: 1}
1025,{551: 84}
1026,{2436: 225}
1027,{3442: 25}
1028,{13740: 50}
1029,{229: 50}
1030,{6084: 75}
1031,{47: 63}
1032,{30105: 200}
1033,{6859: 50}
1034,{410: 216}
1037,{3579: 50}
1039,{12: 100}
1040,{1223: 25}
1041,{2400: 50}
1042,{337: 125}
1043,{1560: 175}
1044,{1039: 200}
1045,{6928: 175}
1046,{71: 150}
1047,{13739: 50}
1048,{2843: 25}
1049,{1703: 100}
1050,{4230: 334}
1051,{5462: 182}
1052,{11308: 1500}
1053,{802: 17}
1054,{10334: 25}
1055,{1855: 50}
1056,{11095: 300}
1057,{437: 50}
1058,{95: 56}
1059,{2928: 109}
1060,{60271: 375}
1061,{5761: 150}
1062,{12: 74}
1063,{5417: 25}
1064,{12: 25}
1065,{5899: 25}
1066,{5725: 25}
1067,{36573: 25}
1068,{227: 75}
1069,{897: 1084}
1070,{344: 50}
1071,{56779: 50}
1072,{512: 50}
1073,{485: 543}
1074,{38: 7}
1075,{99711: 1750}
1076,{29738: 25}
1077,{40059: 50}
1078,{19743: 25}
1079,{252042: 75}
1080,{14066: 1200}
1081,{53999: 25}
1082,{31: 100}
1083,{8361: 118}
1085,{7673: 25}
1086,{1644: 675}
1087,{246: 150}
1088,{2165: 4}
1089,{47: 12}
1092,{40: 53}
1093,{12: 1}
1094,{222: 145}
1095,{43: 1}
1096,{4279: 75}
1098,{32267: 592}
1099,{2073: 175}
1100,{11569: 948}
1101,{7333: 50}
1102,{2640: 650}
1103,{520: 55}
1104,{7810: 100}
1105,{2986: 225}
1106,{615: 150}
1107,{28720: 275}
1108,{116615: 1973}
1110,{92: 175}
1111,{1009: 314}
1112,{1488: 50}
1113,{2685: 175}
1114,{28954: 1187}
1115,{8907: 25}
1116,{172: 68}
1119,{13589: 50}
1120,{4282: 1085}
1121,{21269: 175}
1122,{498: 200}
1124,{51361: 200}
1125,{623: 118}
1126,{3029: 50}
1127,{3233: 150}
1128,{13119: 250}
1129,{7983: 453}
1130,{942: 125}
1132,{667: 75}
1133,{641: 65}
1134,{900: 42}
1135,{4364: 410}
1137,{8298: 175}
1138,{12: 30}
1140,{3764: 18}
1141,{31: 88}
1142,{13955: 25}
1144,{27203: 75}
1145,{4631: 144}
1146,{10469: 1800}
1148,{9783: 898}
1149,{354947: 217}
1150,{25186: 150}
1151,{766: 75}
1152,{14179: 50}
1153,{24592: 1800}
1154,{1057: 275}
1155,{1910: 175}
1156,{63: 29}
1157,{25572: 175}
1158,{11745: 150}
1159,{28696: 175}
1162,{476: 154}
1163,{15773: 125}
1164,{1429: 94}
1165,{18922: 325}
1166,{12417: 50}
1167,{5378: 175}
1168,{1320: 75}
1169,{26632: 100}
1170,{22: 125}
1171,{31127: 150}
1172,{3233: 46}
1174,{136573: 2025}
1176,{7566: 1171}
1177,{159: 75}
1180,{12: 1372}
1181,{34: 341}
1182,{62: 25}
1185,{18347: 50}
1186,{59021: 99}
1187,{19996: 100}
1188,{2428: 38}
1189,{5952: 175}
1190,{673: 175}
1191,{1489: 200}
1192,{3392: 824}
1193,{5711: 25}
1194,{27379: 50}
1195,{479: 56}
1197,{1788: 125}
1198,{8417: 1975}
1199,{2098: 150}
1200,{1513: 846}
1201,{222774: 1825}
1202,{13941: 100}
1203,{8603: 1875}
1205,{444: 278}
1206,{5007: 50}
1207,{960: 25}
1208,{237: 2}
1209,{1240: 66}
1210,{2084: 15}
1211,{8012: 25}
1212,{5364: 125}
1213,{512: 25}
1214,{10096: 100}
1215,{7213: 21}
1216,{2051: 225}
1218,{30452: 125}
1219,{18857: 75}
1221,{137: 100}
1224,{17814: 25}
1225,{2238: 2}
1228,{11869: 150}
1229,{47: 75}
1231,{30413: 25}
1232,{475: 150}
1233,{2344: 325}
1234,{29475: 475}
1235,{1018: 75}
1236,{1495: 53}
1237,{3342: 105}
1238,{2112: 300}
1240,{16538: 75}
1241,{9702: 325}
1242,{8051: 22}
1243,{1177: 153}
1244,{12: 28}
1245,{4459: 679}
1246,{12: 100}
1247,{10712: 1015}
1248,{3282: 35}
1249,{8905: 25}
1250,{8844: 199}
1251,{7541: 1950}
1252,{27683: 25}
1253,{9070: 76}
1254,{37: 31}
1255,{1433: 250}
1256,{14677: 1800}
1257,{893: 34}
1258,{141: 55}
1259,{4254: 25}
1260,{464: 49}
1263,{3539: 366}
1265,{5713: 1850}
1266,{19183: 96}
1267,{37: 35}
1269,{36698: 600}
1270,{34724: 100}
1271,{12: 20}
1272,{3076: 25}
1274,{4084: 1759}
1275,{1271: 75}
1276,{63: 1}
1277,{667: 325}
1278,{4653: 125}
1279,{50463: 50}
1280,{21476: 50}
1281,{8062: 100}
1282,{6535: 863}
1284,{3037: 331}
1286,{22985: 475}
1287,{16456: 175}
1288,{6183: 425}
1291,{746: 498}
1292,{2162: 50}
1293,{3176: 275}
1294,{67150: 25}
1295,{40194: 300}
1296,{7038: 75}
1297,{1176: 100}
1298,{2248: 200}
1299,{2171: 50}
1300,{10179: 25}
1301,{2667: 107}
1302,{1104: 50}
1303,{3247: 100}
1304,{12: 1437}
1306,{63: 1}
1307,{21436: 1950}
1308,{325: 325}
1309,{31551: 50}
1310,{631: 42}
1311,{3929: 125}
1312,{835: 492}
1313,{4286: 175}
1314,{187: 58}
1315,{57: 87}
1316,{2029: 100}
1317,{632: 125}
1318,{736: 89}
1319,{744: 300}
1320,{7077: 25}
1321,{187: 101}
1322,{2439: 100}
1323,{7007: 400}
1324,{77701: 390}
1325,{19909: 25}
1326,{18781: 275}
1327,{7276: 250}
1328,{47: 50}
1330,{6341: 100}
1331,{4821: 175}
1332,{308: 96}
1333,{12798: 25}
1334,{3649: 175}
1335,{70909: 375}
1336,{9155: 625}
1337,{368: 125}
1338,{19948: 175}
1339,{17: 74}
1340,{2056: 325}
1341,{4231: 200}
1342,{3627: 25}
1344,{11624: 178}
1345,{1159: 75}
1346,{13986: 1314}
1348,{159: 7}
1351,{12886: 1800}
1352,{2059: 994}
1353,{4922: 799}
1356,{16146: 1139}
1357,{63: 1}
1358,{9380: 673}
1359,{16571: 1950}
1360,{14: 25}
1361,{122: 150}
1362,{1596: 175}
1363,{5394: 50}
1364,{801: 50}
1365,{3347: 175}
1366,{15139: 350}
1367,{2670: 125}
1369,{20127: 175}
1370,{62: 73}
1371,{195: 15}
1374,{3336: 190}
1376,{78012: 350}
1378,{1072: 100}
1381,{1854: 550}
1382,{12: 12}
1383,{37: 2}
1384,{18592: 1875}
1388,{5289: 1161}
1390,{5143: 100}
1391,{941: 150}
1394,{134506: 1100}
1395,{13005: 575}
1398,{685: 50}
1399,{287: 9}
1400,{1190: 1388}
1401,{191: 125}
1403,{15539: 1850}
1404,{2100: 1873}
1405,{46184: 450}
1406,{6106: 825}
1407,{15595: 75}
1408,{39881: 75}
1409,{18878: 225}
1410,{5867: 225}
1411,{68835: 10}
1412,{2728: 150}
1414,{4722: 1237}
1415,{40471: 627}
1416,{2781: 475}
1417,{11235: 46}
1419,{3519: 26}
1420,{2391: 250}
1421,{4286: 41}
1422,{3440: 68}
1423,{2908: 75}
1425,{37932: 175}
1426,{12841: 1825}
1427,{2866: 3}
1428,{5374: 25}
1429,{10941: 181}
1430,{46383: 1313}
1431,{197217: 1}
1432,{21193: 266}
1434,{6572: 150}
1435,{2281: 37}
1436,{2744: 25}
1438,{5220: 50}
1439,{4080: 6}
1440,{25050: 1750}
1441,{19268: 100}
1442,{4485: 114}
1444,{2135: 207}
1446,{2340: 218}
1447,{24802: 25}
1449,{9230: 150}
1450,{135010: 75}
1451,{5398: 50}
1452,{9351: 75}
1453,{56739: 300}
1454,{2260: 225}
1455,{34232: 225}
1457,{14325: 175}
1458,{3137: 32}
1459,{54035: 300}
1460,{5926: 141}
1461,{2916: 75}
1462,{3092: 16}
1463,{9306: 100}
1464,{5460: 197}
1465,{49357: 50}
1466,{5069: 20}
1467,{2325: 31}
1468,{11988: 1000}
1469,{31746: 24}
1470,{8663: 100}
1471,{11994: 75}
1473,{16990: 20}
1474,{21358: 747}
1475,{2100: 17}
1478,{19033: 550}
1479,{13994: 1825}
1480,{6477: 75}
1481,{3651: 150}
1482,{2686: 123}
1483,{3268: 175}
1484,{36385: 50}
1485,{42550: 175}
1486,{5011: 55}
1488,{9949: 1900}
1489,{2805: 130}
1490,{14089: 70}
1491,{3623: 71}
1492,{8629: 875}
1494,{13216: 85}
1496,{3181: 147}
1497,{5761: 537}
1498,{8346: 425}
1499,{21092: 225}
1500,{35595: 75}
1501,{2175: 1}
1502,{6731: 12}
1503,{38184: 200}
1507,{2419: 21}
1508,{2284: 1100}
1509,{3409: 122}
1510,{11754: 225}
1511,{3647: 175}
1512,{2164: 12}
1513,{7929: 950}
1514,{3315: 3}
1515,{3737: 147}
1516,{7421: 1000}
1517,{6671: 6}
1518,{4662: 225}
1519,{14669: 200}
1520,{3136: 172}
1521,{6876: 200}
1522,{9529: 300}
1523,{6388: 50}
1524,{43827: 5}
1525,{5754: 225}
1527,{18861: 100}
1529,{9067: 252}
1530,{2134: 230}
1531,{2759: 400}
1532,{2182: 121}
1533,{3197: 40}
1534,{4773: 75}
1536,{4585: 125}
1537,{30752: 125}
1538,{3328: 150}
1539,{4618: 121}
1540,{3287: 103}
1541,{2752: 120}
1542,{56192: 1600}
1543,{19226: 328}
1544,{2523: 875}
1545,{40072: 175}
1546,{9541: 492}
1547,{24885: 156}
1548,{5159: 176}
1549,{2150: 45}
1550,{8735: 28}
1552,{40589: 100}
1553,{28812: 225}
1554,{6118: 450}
1555,{3684: 175}
1556,{51337: 100}
1557,{49339: 275}
1558,{2275: 118}
1559,{2325: 175}
1560,{2839: 31}
1562,{51891: 101}
1564,{13702: 193}
1566,{2670: 54}
1567,{5413: 25}
1568,{6773: 485}
1569,{4594: 175}
1570,{2453: 54}
1572,{3846: 60}
1573,{2458: 20}
1574,{6483: 236}
1575,{2100: 2}
1576,{24333: 34}
1578,{15303: 243}
